Order_ID,Order_Date,Product,Category,Region,State,Customer_Segment,Quantity,Unit_Price,Sales,Discount,Profit
ORD10042,2023-06-07,Desk,Furniture,North,Punjab,Consumer,1,11744.27,11744.27,0.0,2016.14
ORD10043,2024-04-15,Printer,Office Supplies,East,Bihar,Consumer,5,14059.53,59753.02,0.15,11513.01
ORD10044,2023-12-15,Desk,Furniture,North,Punjab,Consumer,1,14009.44,12608.5,0.1,2229.03
ORD10045,2023-11-06,Laptop,Electronics,North,Punjab,Corporate,5,56955.15,284775.77,0.0,41919.61
ORD10046,2023-04-22,Notebook,Office Supplies,North,Haryana,Small Business,5,318.91,1355.36,0.15,281.18
ORD10047,2024-11-19,Printer,Office Supplies,East,Bihar,Consumer,5,14170.87,60226.2,0.15,9937.33
ORD10048,2024-08-10,Backpack,Accessories,South,Karnataka,Consumer,4,1746.44,6636.49,0.05,1326.77
ORD10049,2024-10-24,Headphones,Electronics,South,Tamil Nadu,Consumer,4,3482.83,12538.19,0.1,1604.68
ORD10050,2023-12-25,Backpack,Accessories,West,Rajasthan,Consumer,5,1969.55,8862.96,0.1,1915.81
ORD10051,2024-06-20,Printer,Office Supplies,North,Haryana,Corporate,4,13218.89,47587.99,0.1,9104.79
ORD10052,2024-11-24,Printer,Office Supplies,East,Odisha,Consumer,5,15311.8,76558.98,0.0,18933.78
ORD10053,2024-09-28,Smartphone,Electronics,East,Bihar,Consumer,5,26839.05,120775.74,0.1,17218.15
ORD10054,2025-11-16,Mouse,Electronics,West,Rajasthan,Consumer,5,812.41,4062.04,0.0,587.7
ORD10055,2023-05-22,Desk,Furniture,North,Punjab,Consumer,4,12069.15,43448.95,0.1,8483.11
ORD10056,2024-07-26,Headphones,Electronics,East,West Bengal,Consumer,5,3057.15,15285.77,0.0,2224.47
ORD10057,2025-03-09,Office Chair,Furniture,West,Rajasthan,Corporate,4,8658.36,31170.09,0.1,5456.48
ORD10058,2024-01-01,Backpack,Accessories,South,Tamil Nadu,Consumer,2,1855.21,3153.85,0.15,533.39
ORD10059,2025-03-19,Keyboard,Electronics,North,Haryana,Corporate,5,1829.13,8688.38,0.05,1187.45
ORD10060,2025-10-23,Printer,Office Supplies,West,Maharashtra,Small Business,4,14620.61,49710.08,0.15,9963.02
ORD10061,2023-05-15,Smartphone,Electronics,South,Tamil Nadu,Corporate,3,30933.39,78880.15,0.15,8734.03
ORD10062,2023-01-14,Mouse,Electronics,South,Telangana,Consumer,3,937.74,2531.9,0.1,283.09
ORD10063,2024-03-04,Mouse,Electronics,North,Haryana,Consumer,4,950.54,3041.73,0.2,353.04
ORD10064,2025-07-06,Smartphone,Electronics,East,Odisha,Small Business,1,29187.34,29187.34,0.0,4007.59
ORD10065,2025-07-25,Backpack,Accessories,West,Maharashtra,Small Business,2,1761.72,3523.44,0.0,748.53
ORD10066,2024-12-20,Backpack,Accessories,East,Bihar,Consumer,5,1463.96,7319.8,0.0,1546.24
ORD10067,2025-11-27,Mouse,Electronics,North,Haryana,Corporate,5,895.02,4475.11,0.0,619.93
ORD10068,2025-07-07,Desk,Furniture,East,Odisha,Small Business,4,11429.38,41145.75,0.1,6487.78
ORD10069,2023-01-18,Monitor,Electronics,North,Haryana,Small Business,4,15471.39,55697.01,0.1,7804.29
ORD10070,2024-11-01,Headphones,Electronics,West,Gujarat,Consumer,4,3330.6,13322.4,0.0,1651.36
ORD10071,2024-10-10,Office Chair,Furniture,East,Bihar,Corporate,5,8746.11,37170.95,0.15,5997.84
ORD10072,2024-09-19,Office Chair,Furniture,East,Odisha,Corporate,4,9257.92,37031.69,0.0,6592.86
ORD10073,2025-01-27,Keyboard,Electronics,West,Gujarat,Consumer,5,1823.07,8659.57,0.05,1072.19
ORD10074,2023-05-27,Backpack,Accessories,East,Odisha,Consumer,4,1679.99,6719.98,0.0,1135.04
ORD10075,2024-10-21,Monitor,Electronics,West,Maharashtra,Consumer,3,16327.19,44083.42,0.1,6093.02
ORD10076,2024-06-03,Printer,Office Supplies,East,Odisha,Corporate,4,14693.47,52896.5,0.1,11899.48
ORD10077,2023-08-04,Office Chair,Furniture,East,Odisha,Consumer,5,9474.59,40266.99,0.15,7055.25
ORD10078,2024-07-15,Tablet,Electronics,East,Bihar,Corporate,3,24826.18,63306.76,0.15,8830.27
ORD10079,2025-08-09,Tablet,Electronics,West,Maharashtra,Consumer,3,23407.35,66710.94,0.05,7273.42
ORD10080,2024-01-02,Tablet,Electronics,North,Punjab,Small Business,5,26618.62,133093.08,0.0,17196.66
ORD10081,2025-01-02,Smartphone,Electronics,East,Odisha,Small Business,1,28974.14,27525.43,0.05,3949.24
ORD10082,2025-12-27,Smartphone,Electronics,East,Bihar,Corporate,2,27807.13,55614.27,0.0,8073.51
ORD10083,2024-05-26,Smartphone,Electronics,East,West Bengal,Small Business,5,25826.87,109764.18,0.15,16413.78
ORD10084,2025-12-20,Printer,Office Supplies,North,Punjab,Consumer,3,15629.65,42200.06,0.1,8983.27
ORD10085,2024-06-09,Office Chair,Furniture,West,Maharashtra,Consumer,2,8807.59,17615.17,0.0,3339.17
ORD10086,2025-09-21,Headphones,Electronics,South,Karnataka,Consumer,3,3279.76,9839.28,0.0,1255.56
ORD10087,2025-07-25,Printer,Office Supplies,East,Odisha,Corporate,4,14227.79,54065.62,0.05,12170.32
ORD10088,2025-04-16,Tablet,Electronics,South,Karnataka,Consumer,5,24569.12,104418.77,0.15,13385.82
ORD10089,2024-04-17,Tablet,Electronics,South,Tamil Nadu,Small Business,2,22293.51,42357.67,0.05,5994.22
ORD10090,2024-01-09,Printer,Office Supplies,East,Odisha,Consumer,1,14828.14,14828.14,0.0,3116.97
ORD10091,2025-01-27,Office Chair,Furniture,South,Telangana,Corporate,3,8678.18,23431.1,0.1,4073.44
ORD10092,2023-01-09,Notebook,Office Supplies,West,Rajasthan,Consumer,4,342.93,1165.96,0.15,195.12
ORD10093,2023-11-09,Mouse,Electronics,East,Bihar,Small Business,1,1043.81,991.62,0.05,122.9
ORD10094,2023-05-06,Mouse,Electronics,East,Odisha,Small Business,5,917.93,4130.69,0.1,447.04
ORD10095,2023-11-23,Laptop,Electronics,East,Bihar,Consumer,5,53005.3,212021.22,0.2,28353.84
ORD10096,2025-12-16,Laptop,Electronics,West,Gujarat,Corporate,1,49351.68,41948.93,0.15,5912.45
ORD10097,2023-09-19,Laptop,Electronics,North,Punjab,Consumer,2,52978.75,95361.75,0.1,13321.54
ORD10098,2023-04-30,Laptop,Electronics,West,Rajasthan,Small Business,4,53005.24,212020.96,0.0,34298.14
ORD10099,2023-09-14,Tablet,Electronics,South,Telangana,Corporate,2,24904.58,47318.71,0.05,6166.83
ORD10100,2025-01-12,Printer,Office Supplies,East,West Bengal,Small Business,2,15804.25,26867.22,0.15,5304.15
ORD10101,2025-02-16,Printer,Office Supplies,South,Tamil Nadu,Consumer,3,12753.01,38259.02,0.0,8717.99
ORD10102,2025-08-29,Office Chair,Furniture,East,Odisha,Small Business,5,8616.93,40930.43,0.05,7096.11
ORD10103,2023-05-11,Desk,Furniture,North,Haryana,Corporate,4,12157.82,41336.57,0.15,8028.28
ORD10104,2024-10-14,Keyboard,Electronics,North,Delhi,Consumer,2,1884.57,3769.13,0.0,478.55
ORD10105,2025-11-21,Printer,Office Supplies,West,Gujarat,Consumer,5,13980.33,62911.48,0.1,12825.44
ORD10106,2025-11-17,Keyboard,Electronics,West,Gujarat,Consumer,2,1869.42,3364.95,0.1,318.08
ORD10107,2023-08-25,Printer,Office Supplies,East,Odisha,Consumer,5,14936.1,74680.52,0.0,19098.73
ORD10108,2023-09-22,Laptop,Electronics,East,West Bengal,Corporate,4,55397.79,210511.59,0.05,32687.37
ORD10109,2024-10-07,Notebook,Office Supplies,South,Karnataka,Small Business,2,336.59,605.85,0.1,140.24
ORD10110,2025-05-13,Office Chair,Furniture,East,West Bengal,Corporate,5,8332.88,41664.41,0.0,6092.31
ORD10111,2025-03-21,Smartphone,Electronics,South,Telangana,Consumer,3,25950.05,70065.14,0.1,10488.36
ORD10112,2023-03-13,Laptop,Electronics,North,Haryana,Consumer,1,56364.56,50728.11,0.1,6053.96
ORD10113,2025-12-06,Monitor,Electronics,South,Tamil Nadu,Consumer,1,15842.0,13465.7,0.15,1741.37
ORD10114,2023-01-02,Smartphone,Electronics,East,West Bengal,Consumer,3,29536.08,79747.41,0.1,9383.54
ORD10115,2024-08-03,Monitor,Electronics,North,Delhi,Consumer,5,13892.54,69462.68,0.0,10019.21
ORD10116,2024-06-09,Headphones,Electronics,West,Gujarat,Consumer,1,3625.39,3625.39,0.0,537.4
ORD10117,2023-12-16,Smartphone,Electronics,North,Haryana,Consumer,5,29807.7,149038.49,0.0,15841.45
ORD10118,2023-07-26,Office Chair,Furniture,North,Delhi,Corporate,3,7235.31,21705.94,0.0,4210.14
ORD10119,2024-08-07,Printer,Office Supplies,South,Telangana,Corporate,5,14012.83,59554.51,0.15,11212.56
ORD10120,2025-07-26,Mouse,Electronics,East,Bihar,Consumer,5,833.7,3960.07,0.05,578.54
ORD10121,2023-05-04,Printer,Office Supplies,South,Telangana,Consumer,4,14713.34,58853.34,0.0,11373.16
ORD10122,2023-12-15,Keyboard,Electronics,North,Haryana,Corporate,1,2042.18,1837.96,0.1,281.92
ORD10123,2023-05-17,Tablet,Electronics,North,Punjab,Consumer,4,21900.53,87602.14,0.0,12343.65
ORD10124,2023-06-07,Smartphone,Electronics,West,Maharashtra,Consumer,1,32026.54,28823.88,0.1,3838.53
ORD10125,2024-09-19,Tablet,Electronics,North,Haryana,Corporate,1,23709.98,23709.98,0.0,2874.72
ORD10126,2024-11-12,Smartphone,Electronics,South,Tamil Nadu,Small Business,4,27725.19,99810.67,0.1,14860.65
ORD10127,2025-07-17,Tablet,Electronics,West,Maharashtra,Corporate,1,24661.64,22195.48,0.1,3380.59
ORD10128,2024-08-29,Backpack,Accessories,East,West Bengal,Small Business,4,1754.05,6314.58,0.1,1180.63
ORD10129,2023-02-08,Backpack,Accessories,South,Tamil Nadu,Consumer,5,1844.85,8763.03,0.05,1740.88
ORD10130,2023-04-14,Office Chair,Furniture,North,Punjab,Consumer,5,9477.69,40280.18,0.15,6898.9
ORD10131,2023-09-25,Headphones,Electronics,South,Tamil Nadu,Corporate,4,3508.66,12631.16,0.1,1909.99
ORD10132,2025-08-20,Printer,Office Supplies,East,Odisha,Corporate,4,12736.89,43305.41,0.15,8323.59
ORD10133,2025-08-01,Backpack,Accessories,East,West Bengal,Consumer,3,1751.62,4203.9,0.2,758.95
ORD10134,2025-03-25,Backpack,Accessories,East,Bihar,Consumer,5,1852.63,8336.83,0.1,1690.45
ORD10135,2024-02-26,Keyboard,Electronics,North,Punjab,Small Business,3,1930.84,5502.89,0.05,774.14
ORD10136,2024-05-27,Backpack,Accessories,North,Delhi,Corporate,1,1521.08,1216.86,0.2,201.11
ORD10137,2023-08-06,Smartphone,Electronics,South,Karnataka,Small Business,2,29861.51,59723.02,0.0,7996.66
ORD10138,2023-11-01,Laptop,Electronics,South,Tamil Nadu,Consumer,2,47807.17,76491.46,0.2,9710.21
ORD10139,2025-01-08,Office Chair,Furniture,West,Maharashtra,Consumer,1,8429.67,7165.22,0.15,1217.25
ORD10140,2023-11-20,Smartphone,Electronics,West,Gujarat,Small Business,5,25550.95,127754.77,0.0,20271.39
ORD10141,2023-09-01,Desk,Furniture,South,Telangana,Small Business,4,11464.58,45858.32,0.0,8281.04
ORD10142,2024-11-06,Office Chair,Furniture,North,Delhi,Corporate,5,7913.62,37589.71,0.05,5731.13
ORD10143,2025-07-04,Keyboard,Electronics,North,Haryana,Corporate,1,1710.4,1710.4,0.0,233.67
ORD10144,2023-08-15,Notebook,Office Supplies,North,Punjab,Small Business,2,328.95,625.01,0.05,139.27
ORD10145,2023-07-23,Headphones,Electronics,West,Rajasthan,Small Business,3,3230.38,8722.03,0.1,1338.41
ORD10146,2025-08-16,Monitor,Electronics,North,Delhi,Small Business,1,15143.07,13628.76,0.1,1778.66
ORD10147,2023-11-06,Office Chair,Furniture,South,Tamil Nadu,Corporate,5,8551.49,42757.43,0.0,7983.87
ORD10148,2024-04-21,Smartphone,Electronics,South,Karnataka,Consumer,5,29320.59,146602.93,0.0,20331.16
ORD10149,2025-08-16,Laptop,Electronics,South,Telangana,Small Business,1,54041.59,51339.51,0.05,7230.68
ORD10150,2023-12-19,Desk,Furniture,East,Odisha,Small Business,1,12367.57,11130.81,0.1,1615.62
ORD10151,2025-07-08,Smartphone,Electronics,West,Rajasthan,Consumer,3,31070.01,83889.03,0.1,13979.59
ORD10152,2023-02-24,Laptop,Electronics,West,Gujarat,Consumer,4,52545.07,199671.28,0.05,26926.49
ORD10153,2025-04-06,Laptop,Electronics,East,Bihar,Consumer,5,55845.33,279226.64,0.0,37907.27
ORD10154,2023-03-10,Backpack,Accessories,East,Odisha,Small Business,2,1656.04,2980.87,0.1,615.76
ORD10155,2023-11-28,Printer,Office Supplies,East,Odisha,Consumer,4,12285.6,49142.4,0.0,11353.55
ORD10156,2025-11-07,Mouse,Electronics,West,Gujarat,Consumer,1,923.83,831.45,0.1,118.12
ORD10157,2024-05-11,Desk,Furniture,West,Gujarat,Consumer,2,13722.6,24700.67,0.1,4183.16
ORD10158,2025-11-04,Tablet,Electronics,East,West Bengal,Corporate,4,24251.07,92154.06,0.05,12497.08
ORD10159,2024-03-17,Keyboard,Electronics,East,Odisha,Consumer,2,1848.99,3328.18,0.1,423.94
ORD10160,2023-05-18,Notebook,Office Supplies,East,West Bengal,Consumer,1,390.38,351.35,0.1,64.71
ORD10161,2025-04-03,Headphones,Electronics,West,Rajasthan,Consumer,5,3405.69,16177.01,0.05,2290.63
ORD10162,2023-10-29,Tablet,Electronics,West,Rajasthan,Corporate,2,19952.73,31924.37,0.2,2978.44
ORD10163,2025-03-28,Monitor,Electronics,South,Tamil Nadu,Consumer,4,15243.33,54875.99,0.1,7697.86
ORD10164,2025-12-05,Desk,Furniture,South,Karnataka,Corporate,5,11464.54,48724.29,0.15,8607.68
ORD10165,2023-12-26,Monitor,Electronics,West,Gujarat,Consumer,3,14085.21,42255.64,0.0,5575.0
ORD10166,2024-11-23,Mouse,Electronics,West,Maharashtra,Small Business,5,810.59,3647.67,0.1,491.14
ORD10167,2023-04-26,Office Chair,Furniture,East,Odisha,Consumer,4,8779.6,33362.47,0.05,6077.67
ORD10168,2024-12-07,Keyboard,Electronics,South,Telangana,Small Business,2,1963.04,3926.08,0.0,546.1
ORD10169,2023-02-12,Keyboard,Electronics,South,Karnataka,Small Business,2,1771.65,3543.3,0.0,483.87
ORD10170,2023-06-01,Office Chair,Furniture,West,Maharashtra,Consumer,1,9396.93,8457.24,0.1,1371.77
ORD10171,2023-11-14,Mouse,Electronics,East,West Bengal,Consumer,3,904.46,2306.37,0.15,284.55
ORD10172,2025-05-16,Office Chair,Furniture,North,Haryana,Consumer,5,8311.84,37403.3,0.1,6400.74
ORD10173,2023-11-20,Notebook,Office Supplies,West,Gujarat,Small Business,1,348.12,348.12,0.0,79.17
ORD10174,2025-12-31,Smartphone,Electronics,West,Maharashtra,Consumer,2,29375.58,58751.16,0.0,8683.12
ORD10175,2025-04-16,Keyboard,Electronics,South,Karnataka,Small Business,5,1987.71,9441.64,0.05,1499.44
ORD10176,2025-06-19,Notebook,Office Supplies,West,Maharashtra,Small Business,3,352.86,899.79,0.15,198.41
ORD10177,2023-12-24,Smartphone,Electronics,South,Tamil Nadu,Consumer,3,28006.96,79819.84,0.05,10613.05
ORD10178,2023-02-27,Smartphone,Electronics,North,Punjab,Small Business,4,27779.48,111117.92,0.0,12060.54
ORD10179,2023-10-22,Backpack,Accessories,East,Odisha,Small Business,1,1776.25,1598.62,0.1,305.22
ORD10180,2023-04-12,Monitor,Electronics,West,Maharashtra,Corporate,3,17062.55,48628.28,0.05,5177.78
ORD10181,2024-11-16,Headphones,Electronics,East,Bihar,Consumer,4,3392.41,13569.64,0.0,2109.44
ORD10182,2023-04-05,Laptop,Electronics,South,Karnataka,Consumer,5,49664.23,235905.1,0.05,32592.46
ORD10183,2023-07-21,Tablet,Electronics,West,Rajasthan,Small Business,3,21720.82,58646.23,0.1,7575.97
ORD10184,2023-07-30,Monitor,Electronics,East,West Bengal,Corporate,3,17948.91,48462.05,0.1,6146.14
ORD10185,2024-08-04,Laptop,Electronics,West,Gujarat,Consumer,4,47848.94,172256.17,0.1,18775.39
ORD10186,2023-10-13,Keyboard,Electronics,East,West Bengal,Consumer,2,1860.12,3534.22,0.05,527.73
ORD10187,2024-12-01,Notebook,Office Supplies,West,Maharashtra,Consumer,1,341.15,307.03,0.1,66.99
ORD10188,2023-08-21,Tablet,Electronics,West,Maharashtra,Consumer,3,23507.22,70521.67,0.0,11918.65
ORD10189,2024-06-03,Printer,Office Supplies,South,Telangana,Corporate,1,12814.73,12814.73,0.0,2725.78
ORD10190,2023-08-23,Desk,Furniture,North,Delhi,Small Business,1,11352.76,10785.12,0.05,1750.5
ORD10191,2024-07-29,Keyboard,Electronics,South,Telangana,Corporate,3,1773.22,4521.72,0.15,405.71
ORD10192,2023-08-14,Backpack,Accessories,North,Delhi,Corporate,1,1627.87,1383.69,0.15,255.06
ORD10193,2023-04-24,Backpack,Accessories,East,Odisha,Small Business,3,1875.45,5345.03,0.05,996.05
ORD10194,2023-02-18,Smartphone,Electronics,East,Bihar,Consumer,5,25485.0,121053.74,0.05,16680.91
ORD10195,2025-06-01,Keyboard,Electronics,West,Gujarat,Consumer,4,1889.02,7556.08,0.0,1202.59
ORD10196,2023-12-18,Laptop,Electronics,East,Odisha,Consumer,2,56346.67,101424.01,0.1,12862.37
ORD10197,2025-05-29,Mouse,Electronics,East,Odisha,Consumer,2,1009.21,1917.5,0.05,270.42
ORD10198,2024-05-09,Keyboard,Electronics,East,Odisha,Consumer,2,1794.45,3588.9,0.0,476.49
ORD10199,2024-07-02,Notebook,Office Supplies,West,Gujarat,Consumer,4,348.61,1324.73,0.05,267.54
ORD10200,2024-09-08,Mouse,Electronics,West,Maharashtra,Corporate,3,1010.66,2577.19,0.15,319.25
ORD10201,2023-04-24,Mouse,Electronics,West,Gujarat,Consumer,4,1016.65,3659.92,0.1,474.8
ORD10202,2023-02-12,Keyboard,Electronics,East,West Bengal,Consumer,5,1914.6,9573.0,0.0,1376.18
ORD10203,2025-10-23,Monitor,Electronics,West,Rajasthan,Consumer,5,15203.65,76018.24,0.0,10192.63
ORD10204,2024-09-11,Smartphone,Electronics,South,Telangana,Small Business,3,24470.61,62400.06,0.15,6997.42
ORD10205,2025-10-17,Printer,Office Supplies,West,Rajasthan,Consumer,1,14687.98,13953.58,0.05,2940.49
ORD10206,2023-04-21,Printer,Office Supplies,West,Rajasthan,Consumer,4,10888.65,41376.86,0.05,8142.96
ORD10207,2025-08-23,Backpack,Accessories,North,Haryana,Consumer,4,2064.42,8257.67,0.0,1698.11
ORD10208,2023-11-29,Desk,Furniture,South,Tamil Nadu,Consumer,4,11461.68,43554.37,0.05,6622.74
ORD10209,2023-05-30,Laptop,Electronics,East,Odisha,Corporate,5,51484.95,257424.77,0.0,28787.86
ORD10210,2023-08-23,Headphones,Electronics,North,Punjab,Consumer,5,3615.35,14461.41,0.2,1923.78
ORD10211,2024-09-30,Printer,Office Supplies,West,Rajasthan,Corporate,2,14479.13,28958.26,0.0,6142.03
ORD10212,2024-04-15,Keyboard,Electronics,West,Gujarat,Consumer,5,1694.55,8049.12,0.05,1085.53
ORD10213,2024-03-02,Laptop,Electronics,South,Karnataka,Small Business,5,55002.96,233762.58,0.15,31906.88
ORD10214,2023-05-09,Notebook,Office Supplies,East,West Bengal,Corporate,5,342.89,1628.72,0.05,371.75
ORD10215,2023-07-08,Mouse,Electronics,South,Telangana,Consumer,3,818.86,2456.57,0.0,389.82
ORD10216,2023-11-10,Smartphone,Electronics,East,Odisha,Small Business,5,28906.88,122854.22,0.15,15864.85
ORD10217,2025-10-08,Backpack,Accessories,South,Tamil Nadu,Corporate,5,2012.2,9054.9,0.1,1331.02
ORD10218,2025-09-12,Office Chair,Furniture,South,Karnataka,Consumer,2,8564.04,17128.09,0.0,2803.89
ORD10219,2024-09-14,Backpack,Accessories,East,Odisha,Small Business,5,1721.87,8609.36,0.0,1480.22
ORD10220,2024-11-01,Monitor,Electronics,West,Rajasthan,Corporate,2,15690.66,25105.05,0.2,3608.55
ORD10221,2024-09-09,Laptop,Electronics,South,Telangana,Consumer,1,54889.83,46656.36,0.15,6498.12
ORD10222,2023-08-02,Printer,Office Supplies,East,Bihar,Small Business,2,16497.3,28045.41,0.15,6237.69
ORD10223,2023-05-20,Keyboard,Electronics,North,Delhi,Consumer,3,1939.84,5528.56,0.05,736.63
ORD10224,2024-04-24,Smartphone,Electronics,East,Odisha,Consumer,1,28406.14,25565.53,0.1,3716.37
ORD10225,2025-06-04,Headphones,Electronics,West,Rajasthan,Consumer,4,3239.88,12959.53,0.0,1496.41
ORD10226,2025-10-23,Desk,Furniture,East,West Bengal,Consumer,3,9162.61,26113.43,0.05,5021.94
ORD10227,2025-10-07,Office Chair,Furniture,West,Maharashtra,Corporate,2,8402.06,16804.12,0.0,3610.98
ORD10228,2023-09-07,Laptop,Electronics,South,Tamil Nadu,Consumer,5,50645.73,215244.36,0.15,27534.41
ORD10229,2025-03-30,Backpack,Accessories,West,Gujarat,Corporate,1,1813.07,1722.41,0.05,345.1
ORD10230,2025-07-27,Backpack,Accessories,East,Bihar,Consumer,5,1866.2,7931.34,0.15,1472.09
ORD10231,2023-02-20,Notebook,Office Supplies,South,Tamil Nadu,Consumer,3,353.07,1059.2,0.0,232.81
ORD10232,2025-03-27,Smartphone,Electronics,East,West Bengal,Consumer,5,32695.04,130780.15,0.2,15711.91
ORD10233,2023-11-06,Headphones,Electronics,South,Telangana,Corporate,1,3592.38,3233.15,0.1,390.75
ORD10234,2025-08-25,Backpack,Accessories,South,Karnataka,Consumer,3,1825.74,5203.36,0.05,1012.88
ORD10235,2025-02-13,Desk,Furniture,West,Rajasthan,Consumer,3,12309.89,33236.69,0.1,6038.43
ORD10236,2024-06-11,Headphones,Electronics,South,Tamil Nadu,Consumer,5,3871.04,19355.21,0.0,2648.26
ORD10237,2024-01-12,Keyboard,Electronics,East,West Bengal,Corporate,1,1819.06,1819.06,0.0,269.62
ORD10238,2023-12-10,Notebook,Office Supplies,South,Karnataka,Consumer,2,355.89,605.01,0.15,135.03
ORD10239,2024-11-19,Printer,Office Supplies,North,Haryana,Small Business,3,13737.78,35031.34,0.15,6905.83
ORD10240,2024-11-03,Keyboard,Electronics,South,Karnataka,Consumer,1,1492.6,1417.97,0.05,205.37
ORD10241,2024-05-09,Desk,Furniture,West,Gujarat,Small Business,5,11078.95,49855.27,0.1,7263.4
ORD10242,2023-04-30,Backpack,Accessories,West,Rajasthan,Small Business,5,1920.95,9124.51,0.05,1764.91
ORD10243,2025-06-20,Printer,Office Supplies,East,Bihar,Consumer,5,14617.33,73086.67,0.0,14361.1
